movie_id,cast,crew
2162,"[{""cast_id"": 14, ""character"": ""Arlo"", ""credit_id"": ""52fe433cc3a36847f8044b49"", ""gender"": 2, ""id"": 9777, ""name"": ""Cuba Gooding Jr."", ""order"": 0}, {""cast_id"": 15, ""character"": ""Tim Mason"", ""credit_id"": ""52fe433cc3a36847f8044b4d"", ""gender"": 2, ""id"": 22108, ""name"": ""Skeet Ulrich"", ""order"": 1}, {""cast_id"": 16, ""character"": ""Col. Andrew Brynner"", ""credit_id"": ""52fe433cc3a36847f8044b51"", ""gender"": 2, ""id"": 22109, ""name"": ""Peter Firth"", ""order"": 2}]","[{""credit_id"": ""52fe433cc3a36847f8044afd"", ""department"": ""Directing"", ""gender"": 2, ""id"": 22100, ""job"": ""Director"", ""name"": ""Hugh Johnson""}]"
127493,"[{""cast_id"": 3, ""character"": ""Will Montgomery"", ""credit_id"": ""52fe4afbc3a368484e1711e9"", ""gender"": 2, ""id"": 2963, ""name"": ""Nicolas Cage"", ""order"": 0}, {""cast_id"": 4, ""character"": ""Riley Simms"", ""credit_id"": ""52fe4afbc3a368484e1711ed"", ""gender"": 1, ""id"": 50463, ""name"": ""Malin \u00c5kerman"", ""order"": 1}, {""cast_id"": 5, ""character"": ""Cab Driver"", ""credit_id"": ""52fe4afbc3a368484e1711f1"", ""gender"": 1, ""id"": 6164, ""name"": ""Josh Lucas"", ""order"": 2}]","[{""credit_id"": ""52fe4afbc3a368484e1711df"", ""department"": ""Directing"", ""gender"": 2, ""id"": 12786, ""job"": ""Director"", ""name"": ""Simon West""}]"
12429,"[{""cast_id"": 14, ""character"": ""Ponyo (voice)"", ""credit_id"": ""52fe44df9251416c75043ebb"", ""gender"": 0, ""id"": 78346, ""name"": ""Yuria Nara"", ""order"": 0}, {""cast_id"": 15, ""character"": ""Sosuke (voice)"", ""credit_id"": ""52fe44df9251416c75043ebf"", ""gender"": 0, ""id"": 78347, ""name"": ""Hiroki Doi"", ""order"": 1}, {""cast_id"": 16, ""character"": ""Fujimoto (voice)"", ""credit_id"": ""52fe44df9251416c75043ec3"", ""gender"": 0, ""id"": 78348, ""name"": ""George Tokoro"", ""order"": 2}]","[{""credit_id"": ""52fe44df9251416c75043e6f"", ""department"": ""Directing"", ""gender"": 2, ""id"": 608, ""job"": ""Director"", ""name"": ""Hayao Miyazaki""}]"
228205,"[{""cast_id"": 3, ""character"": ""Luke Collins"", ""credit_id"": ""53626d32c3a36804c0000020"", ""gender"": 2, ""id"": 928572, ""name"": ""Scott Eastwood"", ""order"": 1}, {""cast_id"": 4, ""character"": ""Sophia Danko"", ""credit_id"": ""536906520e0a2647d10080f5"", ""gender"": 1, ""id"": 52018, ""name"": ""Britt Robertson"", ""order"": 2}, {""cast_id"": 5, ""character"": ""Kate Collins"", ""credit_id"": ""5398848e0e0a266db700d22f"", ""gender"": 1, ""id"": 12139, ""name"": ""Lolita Davidovich"", ""order"": 3}]","[{""credit_id"": ""53626d24c3a36804af000020"", ""department"": ""Directing"", ""gender"": 2, ""id"": 66121, ""job"": ""Director"", ""name"": ""George Tillman, Jr.""}]"
2900,"[{""cast_id"": 16, ""character"": ""Commander Spencer Armacost"", ""credit_id"": ""52fe4373c3a36847f805527f"", ""gender"": 2, ""id"": 85, ""name"": ""Johnny Depp"", ""order"": 0}, {""cast_id"": 2, ""character"": ""Jillian Armacost"", ""credit_id"": ""52fe4373c3a36847f8055235"", ""gender"": 1, ""id"": 6885, ""name"": ""Charlize Theron"", ""order"": 1}, {""cast_id"": 3, ""character"": ""Sherman Reese"", ""credit_id"": ""52fe4373c3a36847f8055239"", ""gender"": 2, ""id"": 3977, ""name"": ""Joe Morton"", ""order"": 2}]","[{""credit_id"": ""52fe4373c3a36847f805524b"", ""department"": ""Directing"", ""gender"": 2, ""id"": 29524, ""job"": ""Director"", ""name"": ""Rand Ravich""}]"
21311,"[{""cast_id"": 1, ""character"": ""Kuki Gallmann"", ""credit_id"": ""52fe4414c3a368484e00e3a9"", ""gender"": 1, ""id"": 326, ""name"": ""Kim Basinger"", ""order"": 0}, {""cast_id"": 2, ""character"": ""Paolo Gallmann"", ""credit_id"": ""52fe4414c3a368484e00e3ad"", ""gender"": 0, ""id"": 20239, ""name"": ""Vincent P\u00e9rez"", ""order"": 1}, {""cast_id"": 3, ""character"": ""7-Year-Old Emanuele"", ""credit_id"": ""52fe4414c3a368484e00e3b1"", ""gender"": 2, ""id"": 19977, ""name"": ""Liam Aiken"", ""order"": 2}]","[{""credit_id"": ""52fe4414c3a368484e00e3bf"", ""department"": ""Directing"", ""gender"": 2, ""id"": 58220, ""job"": ""Director"", ""name"": ""Hugh Hudson""}]"
77875,"[{""cast_id"": 8, ""character"": ""George"", ""credit_id"": ""52fe4980c3a368484e12ea5d"", ""gender"": 2, ""id"": 17276, ""name"": ""Gerard Butler"", ""order"": 0}, {""cast_id"": 9, ""character"": ""Stacie"", ""credit_id"": ""52fe4980c3a368484e12ea61"", ""gender"": 1, ""id"": 10860, ""name"": ""Jessica Biel"", ""order"": 1}, {""cast_id"": 10, ""character"": ""Patti"", ""credit_id"": ""52fe4980c3a368484e12ea65"", ""gender"": 1, ""id"": 139, ""name"": ""Uma Thurman"", ""order"": 2}]","[{""credit_id"": ""52fe4980c3a368484e12ea7d"", ""department"": ""Directing"", ""gender"": 2, ""id"": 20646, ""job"": ""Director"", ""name"": ""Gabriele Muccino""}]"
192136,"[{""cast_id"": 3, ""character"": ""Nelson Mandela"", ""credit_id"": ""52fe4c9c9251416c910fa789"", ""gender"": 2, ""id"": 17605, ""name"": ""Idris Elba"", ""order"": 0}, {""cast_id"": 4, ""character"": ""Winnie Madikizela"", ""credit_id"": ""52fe4c9c9251416c910fa78d"", ""gender"": 1, ""id"": 2038, ""name"": ""Naomie Harris"", ""order"": 1}, {""cast_id"": 9, ""character"": ""Walter Sisulu"", ""credit_id"": ""52fe4c9d9251416c910fa7a1"", ""gender"": 2, ""id"": 2606, ""name"": ""Tony Kgoroge"", ""order"": 2}]","[{""credit_id"": ""52fe4c9c9251416c910fa77f"", ""department"": ""Directing"", ""gender"": 2, ""id"": 71570, ""job"": ""Director"", ""name"": ""Justin Chadwick""}]"
18254,"[{""cast_id"": 2, ""character"": ""John Reed"", ""credit_id"": ""52fe476e9251416c7509908d"", ""gender"": 2, ""id"": 6449, ""name"": ""Warren Beatty"", ""order"": 0}, {""cast_id"": 1, ""character"": ""Louise Bryant"", ""credit_id"": ""52fe476e9251416c75099089"", ""gender"": 1, ""id"": 3092, ""name"": ""Diane Keaton"", ""order"": 1}, {""cast_id"": 5, ""character"": ""Max Eastman"", ""credit_id"": ""52fe476e9251416c7509909b"", ""gender"": 2, ""id"": 52995, ""name"": ""Edward Herrmann"", ""order"": 2}]","[{""credit_id"": ""52fe476e9251416c75099097"", ""department"": ""Directing"", ""gender"": 2, ""id"": 6449, ""job"": ""Director"", ""name"": ""Warren Beatty""}]"
881,"[{""cast_id"": 10, ""character"": ""Lt. Daniel Kaffee"", ""credit_id"": ""52fe4286c3a36847f8025da7"", ""gender"": 2, ""id"": 500, ""name"": ""Tom Cruise"", ""order"": 0}, {""cast_id"": 11, ""character"": ""Col. Nathan R. Jessep"", ""credit_id"": ""52fe4286c3a36847f8025dab"", ""gender"": 2, ""id"": 514, ""name"": ""Jack Nicholson"", ""order"": 1}, {""cast_id"": 12, ""character"": ""Lt. Cdr. JoAnne Galloway"", ""credit_id"": ""52fe4286c3a36847f8025daf"", ""gender"": 1, ""id"": 3416, ""name"": ""Demi Moore"", ""order"": 2}]","[{""credit_id"": ""52fe4286c3a36847f8025d73"", ""department"": ""Directing"", ""gender"": 2, ""id"": 3026, ""job"": ""Director"", ""name"": ""Rob Reiner""}]"
10877,"[{""cast_id"": 1, ""character"": ""Orin Boyd"", ""credit_id"": ""52fe43c89251416c7501dfab"", ""gender"": 2, ""id"": 23880, ""name"": ""Steven Seagal"", ""order"": 0}, {""cast_id"": 2, ""character"": ""Latrell Walker"", ""credit_id"": ""52fe43c89251416c7501dfaf"", ""gender"": 2, ""id"": 21355, ""name"": ""DMX"", ""order"": 1}, {""cast_id"": 3, ""character"": ""George Clark"", ""credit_id"": ""52fe43c89251416c7501dfb3"", ""gender"": 2, ""id"": 21353, ""name"": ""Isaiah Washington"", ""order"": 2}]","[{""credit_id"": ""52fe43c89251416c7501dfbd"", ""department"": ""Directing"", ""gender"": 2, ""id"": 10765, ""job"": ""Director"", ""name"": ""Andrzej Bartkowiak""}]"
9600,"[{""cast_id"": 14, ""character"": ""Malcolm Turner"", ""credit_id"": ""52fe450fc3a36847f80ba151"", ""gender"": 2, ""id"": 78029, ""name"": ""Martin Lawrence"", ""order"": 0}, {""cast_id"": 15, ""character"": ""Sherry Pierce"", ""credit_id"": ""52fe450fc3a36847f80ba155"", ""gender"": 1, ""id"": 9781, ""name"": ""Nia Long"", ""order"": 1}, {""cast_id"": 16, ""character"": ""John"", ""credit_id"": ""52fe450fc3a36847f80ba159"", ""gender"": 2, ""id"": 13242, ""name"": ""Paul Giamatti"", ""order"": 2}]","[{""credit_id"": ""52fe450fc3a36847f80ba117"", ""department"": ""Directing"", ""gender"": 2, ""id"": 1215, ""job"": ""Director"", ""name"": ""Raja Gosnell""}]"
202575,"[{""cast_id"": 26, ""character"": ""Thunder / Dylan"", ""credit_id"": ""55918a6ec3a3680804001bd6"", ""gender"": 1, ""id"": 571564, ""name"": ""Brianne Siddall"", ""order"": 0}, {""cast_id"": 30, ""character"": ""Chihuahua"", ""credit_id"": ""55918b35c3a36807f6001c2d"", ""gender"": 2, ""id"": 45603, ""name"": ""Joey Camen"", ""order"": 1}, {""cast_id"": 40, ""character"": ""Carla"", ""credit_id"": ""559195e3925141757a001c59"", ""gender"": 0, ""id"": 64445, ""name"": ""Elisa Gabrielli"", ""order"": 2}]","[{""credit_id"": ""52fe4ccbc3a368484e1c70bd"", ""department"": ""Directing"", ""gender"": 2, ""id"": 76100, ""job"": ""Director"", ""name"": ""Ben Stassen""}, {""credit_id"": ""546da62d9251412baf0014ab"", ""department"": ""Directing"", ""gender"": 0, ""id"": 1324172, ""job"": ""Director"", ""name"": ""Jeremy Degruson""}]"
71469,"[{""cast_id"": 1, ""character"": ""Sean"", ""credit_id"": ""52fe4835c3a368484e0edf09"", ""gender"": 2, ""id"": 46593, ""name"": ""Emile Hirsch"", ""order"": 0}, {""cast_id"": 2, ""character"": ""Anne"", ""credit_id"": ""52fe4835c3a368484e0edf0d"", ""gender"": 1, ""id"": 19538, ""name"": ""Rachael Taylor"", ""order"": 1}, {""cast_id"": 3, ""character"": ""Natalie"", ""credit_id"": ""52fe4835c3a368484e0edf11"", ""gender"": 1, ""id"": 52442, ""name"": ""Olivia Thirlby"", ""order"": 2}]","[{""credit_id"": ""52fe4835c3a368484e0edf1f"", ""department"": ""Directing"", ""gender"": 2, ""id"": 10855, ""job"": ""Director"", ""name"": ""Chris Gorak""}]"
85446,"[{""cast_id"": 1010, ""character"": ""Emily"", ""credit_id"": ""52fe49419251416c910a76ed"", ""gender"": 1, ""id"": 479656, ""name"": ""Kathryn McCormick"", ""order"": 0}, {""cast_id"": 1011, ""character"": ""Sean"", ""credit_id"": ""52fe49419251416c910a76f1"", ""gender"": 2, ""id"": 932091, ""name"": ""Ryan Guzman"", ""order"": 1}, {""cast_id"": 1012, ""character"": ""Jason"", ""credit_id"": ""52fe49419251416c910a76f5"", ""gender"": 0, ""id"": 110743, ""name"": ""Stephen Boss"", ""order"": 2}]","[{""credit_id"": ""52fe49419251416c910a76bf"", ""department"": ""Directing"", ""gender"": 2, ""id"": 932088, ""job"": ""Director"", ""name"": ""Scott Speer""}]"
326,"[{""cast_id"": 2, ""character"": ""Neville Flynn"", ""credit_id"": ""52fe4238c3a36847f800d127"", ""gender"": 2, ""id"": 2231, ""name"": ""Samuel L. Jackson"", ""order"": 0}, {""cast_id"": 3, ""character"": ""Claire Miller"", ""credit_id"": ""52fe4238c3a36847f800d12b"", ""gender"": 1, ""id"": 25654, ""name"": ""Julianna Margulies"", ""order"": 1}, {""cast_id"": 4, ""character"": ""Troy"", ""credit_id"": ""52fe4238c3a36847f800d12f"", ""gender"": 2, ""id"": 77330, ""name"": ""Kenan Thompson"", ""order"": 2}]","[{""credit_id"": ""52fe4238c3a36847f800d123"", ""department"": ""Directing"", ""gender"": 2, ""id"": 4755, ""job"": ""Director"", ""name"": ""David R. Ellis""}]"
10685,"[{""cast_id"": 1, ""character"": ""FBI Special Agent Joel Campbell"", ""credit_id"": ""52fe43a29251416c75018201"", ""gender"": 2, ""id"": 13548, ""name"": ""James Spader"", ""order"": 0}, {""cast_id"": 2, ""character"": ""David Allen Griffin"", ""credit_id"": ""52fe43a29251416c75018205"", ""gender"": 2, ""id"": 6384, ""name"": ""Keanu Reeves"", ""order"": 1}, {""cast_id"": 3, ""character"": ""Dr. Polly Beilman"", ""credit_id"": ""52fe43a29251416c75018209"", ""gender"": 1, ""id"": 3141, ""name"": ""Marisa Tomei"", ""order"": 2}]","[{""credit_id"": ""52fe43a29251416c75018213"", ""department"": ""Directing"", ""gender"": 2, ""id"": 66604, ""job"": ""Director"", ""name"": ""Joe Charbanic""}]"
7220,"[{""cast_id"": 1, ""character"": ""Frank Castle / The Punisher"", ""credit_id"": ""52fe4474c3a36847f8096f85"", ""gender"": 2, ""id"": 11155, ""name"": ""Thomas Jane"", ""order"": 0}, {""cast_id"": 2, ""character"": ""Howard Saint"", ""credit_id"": ""52fe4474c3a36847f8096f89"", ""gender"": 2, ""id"": 8891, ""name"": ""John Travolta"", ""order"": 1}, {""cast_id"": 3, ""character"": ""Quentin Glass"", ""credit_id"": ""52fe4474c3a36847f8096f8d"", ""gender"": 2, ""id"": 883, ""name"": ""Will Patton"", ""order"": 2}]","[{""credit_id"": ""52fe4474c3a36847f8096f93"", ""department"": ""Directing"", ""gender"": 2, ""id"": 876, ""job"": ""Director"", ""name"": ""Jonathan Hensleigh""}]"
9763,"[{""cast_id"": 1, ""character"": ""Santiago Munez"", ""credit_id"": ""52fe4528c3a36847f80bf9c7"", ""gender"": 2, ""id"": 58982, ""name"": ""Kuno Becker"", ""order"": 0}, {""cast_id"": 2, ""character"": ""Gavin Harris"", ""credit_id"": ""52fe4528c3a36847f80bf9cb"", ""gender"": 2, ""id"": 4941, ""name"": ""Alessandro Nivola"", ""order"": 1}, {""cast_id"": 3, ""character"": ""Roz Harmison"", ""credit_id"": ""52fe4528c3a36847f80bf9cf"", ""gender"": 1, ""id"": 58016, ""name"": ""Anna Friel"", ""order"": 2}]","[{""credit_id"": ""52fe4528c3a36847f80bfa05"", ""department"": ""Directing"", ""gender"": 2, ""id"": 33279, ""job"": ""Director"", ""name"": ""Danny Cannon""}]"
72387,"[{""cast_id"": 3, ""character"": ""Luke Wright"", ""credit_id"": ""52fe4868c3a368484e0f714f"", ""gender"": 2, ""id"": 976, ""name"": ""Jason Statham"", ""order"": 0}, {""cast_id"": 4, ""character"": ""Mayor Tremello"", ""credit_id"": ""52fe4868c3a368484e0f7153"", ""gender"": 2, ""id"": 14541, ""name"": ""Chris Sarandon"", ""order"": 1}, {""cast_id"": 5, ""character"": ""Han Jiao"", ""credit_id"": ""52fe4868c3a368484e0f7157"", ""gender"": 2, ""id"": 20904, ""name"": ""James Hong"", ""order"": 2}]","[{""credit_id"": ""52fe4868c3a368484e0f7145"", ""department"": ""Directing"", ""gender"": 2, ""id"": 52358, ""job"": ""Director"", ""name"": ""Boaz Yakin""}]"
12596,"[{""cast_id"": 1, ""character"": ""Nick Falzone"", ""credit_id"": ""52fe45039251416c75048b8b"", ""gender"": 2, ""id"": 3036, ""name"": ""John Cusack"", ""order"": 0}, {""cast_id"": 2, ""character"": ""Russell Bell"", ""credit_id"": ""52fe45039251416c75048b8f"", ""gender"": 2, ""id"": 879, ""name"": ""Billy Bob Thornton"", ""order"": 1}, {""cast_id"": 3, ""character"": ""Connie Falzone"", ""credit_id"": ""52fe45039251416c75048b93"", ""gender"": 1, ""id"": 112, ""name"": ""Cate Blanchett"", ""order"": 2}]","[{""credit_id"": ""52fe45039251416c75048b9d"", ""department"": ""Directing"", ""gender"": 2, ""id"": 10723, ""job"": ""Director"", ""name"": ""Mike Newell""}]"
1892,"[{""cast_id"": 8, ""character"": ""Luke Skywalker"", ""credit_id"": ""52fe431ec3a36847f803bc13"", ""gender"": 2, ""id"": 2, ""name"": ""Mark Hamill"", ""order"": 0}, {""cast_id"": 9, ""character"": ""Han Solo"", ""credit_id"": ""52fe431ec3a36847f803bc17"", ""gender"": 2, ""id"": 3, ""name"": ""Harrison Ford"", ""order"": 1}, {""cast_id"": 10, ""character"": ""Princess Leia"", ""credit_id"": ""52fe431ec3a36847f803bc1b"", ""gender"": 1, ""id"": 4, ""name"": ""Carrie Fisher"", ""order"": 2}]","[{""credit_id"": ""52fe431ec3a36847f803bbfd"", ""department"": ""Directing"", ""gender"": 2, ""id"": 19800, ""job"": ""Director"", ""name"": ""Richard Marquand""}]"
13460,"[{""cast_id"": 1, ""character"": ""Major Eden Sinclair"", ""credit_id"": ""52fe456b9251416c75055cf1"", ""gender"": 1, ""id"": 25702, ""name"": ""Rhona Mitra"", ""order"": 0}, {""cast_id"": 2, ""character"": ""Bill Nelson"", ""credit_id"": ""52fe456b9251416c75055cf5"", ""gender"": 2, ""id"": 382, ""name"": ""Bob Hoskins"", ""order"": 1}, {""cast_id"": 5, ""character"": ""Dr. Marcus Kane"", ""credit_id"": ""52fe456b9251416c75055d01"", ""gender"": 2, ""id"": 56890, ""name"": ""Malcolm McDowell"", ""order"": 2}]","[{""credit_id"": ""52fe456b9251416c75055d07"", ""department"": ""Directing"", ""gender"": 2, ""id"": 57581, ""job"": ""Director"", ""name"": ""Neil Marshall""}]"
8055,"[{""cast_id"": 2, ""character"": ""Hanna Schmitz"", ""credit_id"": ""52fe448ec3a36847f809cda7"", ""gender"": 1, ""id"": 204, ""name"": ""Kate Winslet"", ""order"": 0}, {""cast_id"": 15, ""character"": ""Michael Berg"", ""credit_id"": ""52fe448fc3a36847f809cde3"", ""gender"": 2, ""id"": 5469, ""name"": ""Ralph Fiennes"", ""order"": 1}, {""cast_id"": 7, ""character"": ""Young Michael Berg"", ""credit_id"": ""52fe448fc3a36847f809cdbb"", ""gender"": 0, ""id"": 5847, ""name"": ""David Kross"", ""order"": 2}]","[{""credit_id"": ""52fe448ec3a36847f809cda3"", ""department"": ""Directing"", ""gender"": 2, ""id"": 468, ""job"": ""Director"", ""name"": ""Stephen Daldry""}]"
50647,"[{""cast_id"": 1, ""character"": ""George"", ""credit_id"": ""52fe47d0c3a36847f8149a67"", ""gender"": 2, ""id"": 22226, ""name"": ""Paul Rudd"", ""order"": 0}, {""cast_id"": 3, ""character"": ""Linda"", ""credit_id"": ""52fe47d0c3a36847f8149a6f"", ""gender"": 1, ""id"": 4491, ""name"": ""Jennifer Aniston"", ""order"": 1}, {""cast_id"": 5, ""character"": ""Seth"", ""credit_id"": ""52fe47d0c3a36847f8149a77"", ""gender"": 2, ""id"": 15009, ""name"": ""Justin Theroux"", ""order"": 2}]","[{""credit_id"": ""52fe47d0c3a36847f8149a95"", ""department"": ""Directing"", ""gender"": 2, ""id"": 22214, ""job"": ""Director"", ""name"": ""David Wain""}]"
10719,"[{""cast_id"": 1, ""character"": ""Buddy"", ""credit_id"": ""52fe43a89251416c7501900d"", ""gender"": 2, ""id"": 23659, ""name"": ""Will Ferrell"", ""order"": 0}, {""cast_id"": 2, ""character"": ""Walter"", ""credit_id"": ""52fe43a89251416c75019011"", ""gender"": 2, ""id"": 3085, ""name"": ""James Caan"", ""order"": 1}, {""cast_id"": 24, ""character"": ""Jovie"", ""credit_id"": ""52fe43a89251416c7501906b"", ""gender"": 1, ""id"": 11664, ""name"": ""Zooey Deschanel"", ""order"": 2}]","[{""credit_id"": ""52fe43a89251416c7501901f"", ""department"": ""Directing"", ""gender"": 2, ""id"": 15277, ""job"": ""Director"", ""name"": ""Jon Favreau""}]"
9294,"[{""cast_id"": 2, ""character"": ""George Malley"", ""credit_id"": ""52fe44e3c3a36847f80afff9"", ""gender"": 2, ""id"": 8891, ""name"": ""John Travolta"", ""order"": 0}, {""cast_id"": 3, ""character"": ""Lace Pennamin"", ""credit_id"": ""52fe44e3c3a36847f80afffd"", ""gender"": 1, ""id"": 26467, ""name"": ""Kyra Sedgwick"", ""order"": 1}, {""cast_id"": 4, ""character"": ""Nate Pope"", ""credit_id"": ""52fe44e3c3a36847f80b0001"", ""gender"": 2, ""id"": 2178, ""name"": ""Forest Whitaker"", ""order"": 2}]","[{""credit_id"": ""52fe44e3c3a36847f80afff5"", ""department"": ""Directing"", ""gender"": 2, ""id"": 12962, ""job"": ""Director"", ""name"": ""Jon Turteltaub""}]"
11888,"[{""cast_id"": 39, ""character"": ""Demon (voice)"", ""credit_id"": ""59713b9392514112bb00144c"", ""gender"": 2, ""id"": 26485, ""name"": ""Jim Belushi"", ""order"": 0}, {""cast_id"": 13, ""character"": ""Ted Brooks"", ""credit_id"": ""52fe449b9251416c7503aa53"", ""gender"": 2, ""id"": 9777, ""name"": ""Cuba Gooding Jr."", ""order"": 1}, {""cast_id"": 2, ""character"": ""James 'Thunder Jack' Johnson"", ""credit_id"": ""52fe449b9251416c7503aa17"", ""gender"": 2, ""id"": 5563, ""name"": ""James Coburn"", ""order"": 2}]","[{""credit_id"": ""52fe449b9251416c7503aa25"", ""department"": ""Directing"", ""gender"": 2, ""id"": 13581, ""job"": ""Director"", ""name"": ""Brian Levant""}]"
9647,"[{""cast_id"": 11, ""character"": ""Francis Xavier Cross"", ""credit_id"": ""52fe4516c3a36847f80bba6f"", ""gender"": 2, ""id"": 1532, ""name"": ""Bill Murray"", ""order"": 0}, {""cast_id"": 12, ""character"": ""Claire Phillips"", ""credit_id"": ""52fe4516c3a36847f80bba73"", ""gender"": 1, ""id"": 650, ""name"": ""Karen Allen"", ""order"": 1}, {""cast_id"": 14, ""character"": ""Lew Hayward"", ""credit_id"": ""52fe4516c3a36847f80bba7b"", ""gender"": 2, ""id"": 24367, ""name"": ""John Forsythe"", ""order"": 2}]","[{""credit_id"": ""52fe4516c3a36847f80bba47"", ""department"": ""Directing"", ""gender"": 2, ""id"": 7187, ""job"": ""Director"", ""name"": ""Richard Donner""}]"
9353,"[{""cast_id"": 4, ""character"": ""Nacho"", ""credit_id"": ""52fe44ecc3a36847f80b1fe7"", ""gender"": 2, ""id"": 70851, ""name"": ""Jack Black"", ""order"": 0}, {""cast_id"": 5, ""character"": ""Sister Encarnaci\u00f3n"", ""credit_id"": ""52fe44ecc3a36847f80b1feb"", ""gender"": 1, ""id"": 57409, ""name"": ""Ana de la Reguera"", ""order"": 1}, {""cast_id"": 6, ""character"": ""Esqueleto"", ""credit_id"": ""52fe44ecc3a36847f80b1fef"", ""gender"": 0, ""id"": 57410, ""name"": ""H\u00e9ctor Jim\u00e9nez"", ""order"": 2}]","[{""credit_id"": ""52fe44ecc3a36847f80b1fd7"", ""department"": ""Directing"", ""gender"": 2, ""id"": 53925, ""job"": ""Director"", ""name"": ""Jared Hess""}]"
55721,"[{""cast_id"": 4, ""character"": ""Annie"", ""credit_id"": ""52fe48dcc3a36847f817d667"", ""gender"": 1, ""id"": 41091, ""name"": ""Kristen Wiig"", ""order"": 0}, {""cast_id"": 2, ""character"": ""Helen"", ""credit_id"": ""52fe48dcc3a36847f817d65f"", ""gender"": 1, ""id"": 9827, ""name"": ""Rose Byrne"", ""order"": 1}, {""cast_id"": 8, ""character"": ""Lillian"", ""credit_id"": ""52fe48dcc3a36847f817d67b"", ""gender"": 1, ""id"": 52792, ""name"": ""Maya Rudolph"", ""order"": 2}]","[{""credit_id"": ""52fe48dcc3a36847f817d65b"", ""department"": ""Directing"", ""gender"": 2, ""id"": 116805, ""job"": ""Director"", ""name"": ""Paul Feig""}]"
109414,"[{""cast_id"": 14, ""character"": ""James Franco"", ""credit_id"": ""52fe4ab2c3a36847f81dcf33"", ""gender"": 2, ""id"": 17051, ""name"": ""James Franco"", ""order"": 0}, {""cast_id"": 13, ""character"": ""Jonah Hill"", ""credit_id"": ""52fe4ab2c3a36847f81dcf2f"", ""gender"": 2, ""id"": 21007, ""name"": ""Jonah Hill"", ""order"": 1}, {""cast_id"": 18, ""character"": ""Seth Rogen"", ""credit_id"": ""52fe4ab2c3a36847f81dcf43"", ""gender"": 2, ""id"": 19274, ""name"": ""Seth Rogen"", ""order"": 2}]","[{""credit_id"": ""52fe4ab2c3a36847f81dcefb"", ""department"": ""Directing"", ""gender"": 2, ""id"": 19274, ""job"": ""Director"", ""name"": ""Seth Rogen""}, {""credit_id"": ""52fe4ab2c3a36847f81dcf01"", ""department"": ""Directing"", ""gender"": 2, ""id"": 54734, ""job"": ""Director"", ""name"": ""Evan Goldberg""}]"
10307,"[{""cast_id"": 10, ""character"": ""Frankie Paige"", ""credit_id"": ""52fe43569251416c7500c81f"", ""gender"": 1, ""id"": 4687, ""name"": ""Patricia Arquette"", ""order"": 0}, {""cast_id"": 11, ""character"": ""Father Andrew Kiernan"", ""credit_id"": ""52fe43569251416c7500c823"", ""gender"": 2, ""id"": 5168, ""name"": ""Gabriel Byrne"", ""order"": 1}, {""cast_id"": 12, ""character"": ""Cardinal Daniel Houseman"", ""credit_id"": ""52fe43569251416c7500c827"", ""gender"": 2, ""id"": 378, ""name"": ""Jonathan Pryce"", ""order"": 2}]","[{""credit_id"": ""52fe43569251416c7500c7eb"", ""department"": ""Directing"", ""gender"": 2, ""id"": 11809, ""job"": ""Director"", ""name"": ""Rupert Wainwright""}]"
11978,"[{""cast_id"": 11, ""character"": ""Master Chief Leslie W. Sunday ('Billy')"", ""credit_id"": ""52fe44ae9251416c7503d50d"", ""gender"": 2, ""id"": 380, ""name"": ""Robert De Niro"", ""order"": 0}, {""cast_id"": 12, ""character"": ""Senior Chief Carl Brashear"", ""credit_id"": ""52fe44ae9251416c7503d511"", ""gender"": 2, ""id"": 9777, ""name"": ""Cuba Gooding Jr."", ""order"": 1}, {""cast_id"": 13, ""character"": ""Gwen Sunday"", ""credit_id"": ""52fe44ae9251416c7503d515"", ""gender"": 1, ""id"": 6885, ""name"": ""Charlize Theron"", ""order"": 2}]","[{""credit_id"": ""52fe44ae9251416c7503d4d3"", ""department"": ""Directing"", ""gender"": 2, ""id"": 66121, ""job"": ""Director"", ""name"": ""George Tillman, Jr.""}]"
22907,"[{""cast_id"": 11, ""character"": ""Jesse Attica"", ""credit_id"": ""52fe4455c3a368484e01d249"", ""gender"": 2, ""id"": 31136, ""name"": ""Chris Brown"", ""order"": 0}, {""cast_id"": 12, ""character"": ""A.J."", ""credit_id"": ""52fe4455c3a368484e01d24d"", ""gender"": 2, ""id"": 17244, ""name"": ""Hayden Christensen"", ""order"": 1}, {""cast_id"": 13, ""character"": ""Jack Welles"", ""credit_id"": ""52fe4455c3a368484e01d251"", ""gender"": 2, ""id"": 2876, ""name"": ""Matt Dillon"", ""order"": 2}]","[{""credit_id"": ""52fe4455c3a368484e01d245"", ""department"": ""Directing"", ""gender"": 2, ""id"": 97026, ""job"": ""Director"", ""name"": ""John Luessenhop""}]"
